Series_reference,Period,Subject,Suppressed,STATUS,UNITS,Magnitude,Data_value,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1AA,2011.06,Business Data Collection - BDC,,F,Number,0,80078,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2011.09,Business Data Collection - BDC,,F,Number,0,78324,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2011.12,Business Data Collection - BDC,,F,Number,0,85850,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2012.03,Business Data Collection - BDC,,F,Number,0,90743,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2012.06,Business Data Collection - BDC,,F,Number,0,81780,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2012.09,Business Data Collection - BDC,,F,Number,0,79261,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2012.12,Business Data Collection - BDC,,F,Number,0,87793,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2013.03,Business Data Collection - BDC,,F,Number,0,91571,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2013.06,Business Data Collection - BDC,,F,Number,0,81687,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2013.09,Business Data Collection - BDC,,F,Number,0,81471,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2013.12,Business Data Collection - BDC,,F,Number,0,93950,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2014.03,Business Data Collection - BDC,,F,Number,0,97208,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2014.06,Business Data Collection - BDC,,F,Number,0,85879,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2014.09,Business Data Collection - BDC,,F,Number,0,84447,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2014.12,Business Data Collection - BDC,,F,Number,0,95075,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2015.03,Business Data Collection - BDC,,F,Number,0,98202,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2015.06,Business Data Collection - BDC,,F,Number,0,87987,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2015.09,Business Data Collection - BDC,,F,Number,0,84529,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2015.12,Business Data Collection - BDC,,F,Number,0,96848,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2016.03,Business Data Collection - BDC,,F,Number,0,99291,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2016.06,Business Data Collection - BDC,,F,Number,0,88716,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2016.09,Business Data Collection - BDC,,F,Number,0,85933,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2016.12,Business Data Collection - BDC,,F,Number,0,96540,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2017.03,Business Data Collection - BDC,,F,Number,0,98994,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2017.06,Business Data Collection - BDC,,F,Number,0,90510,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2017.09,Business Data Collection - BDC,,F,Number,0,87089,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2017.12,Business Data Collection - BDC,,F,Number,0,98933,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2018.03,Business Data Collection - BDC,,F,Number,0,101168,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2018.06,Business Data Collection - BDC,,F,Number,0,90766,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2018.09,Business Data Collection - BDC,,F,Number,0,86929,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2018.12,Business Data Collection - BDC,,F,Number,0,100290,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2019.03,Business Data Collection - BDC,,F,Number,0,102031,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2019.06,Business Data Collection - BDC,,F,Number,0,90836,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2019.09,Business Data Collection - BDC,,F,Number,0,88032,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2019.12,Business Data Collection - BDC,,F,Number,0,100531,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2020.03,Business Data Collection - BDC,,F,Number,0,100947,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2020.06,Business Data Collection - BDC,,F,Number,0,93239,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2020.09,Business Data Collection - BDC,,R,Number,0,93706,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2020.12,Business Data Collection - BDC,,R,Number,0,103593,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2021.03,Business Data Collection - BDC,,R,Number,0,102002,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2021.06,Business Data Collection - BDC,,R,Number,0,93431,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2021.09,Business Data Collection - BDC,,R,Number,0,92353,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2021.12,Business Data Collection - BDC,,R,Number,0,102896,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2022.03,Business Data Collection - BDC,,R,Number,0,101092,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2022.06,Business Data Collection - BDC,,R,Number,0,94757,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2022.09,Business Data Collection - BDC,,R,Number,0,91674,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2022.12,Business Data Collection - BDC,,R,Number,0,99680,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AA,2023.03,Business Data Collection - BDC,,F,Number,0,98706,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
BDCQ.SEA1AS,2011.06,Business Data Collection - BDC,,R,Number,0,83852,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2011.09,Business Data Collection - BDC,,R,Number,0,84139,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2011.12,Business Data Collection - BDC,,R,Number,0,82663,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2012.03,Business Data Collection - BDC,,R,Number,0,84322,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2012.06,Business Data Collection - BDC,,R,Number,0,85702,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2012.09,Business Data Collection - BDC,,R,Number,0,85203,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2012.12,Business Data Collection - BDC,,R,Number,0,84418,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2013.03,Business Data Collection - BDC,,R,Number,0,85087,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2013.06,Business Data Collection - BDC,,R,Number,0,85668,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2013.09,Business Data Collection - BDC,,R,Number,0,87723,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2013.12,Business Data Collection - BDC,,R,Number,0,90101,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2014.03,Business Data Collection - BDC,,R,Number,0,90417,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2014.06,Business Data Collection - BDC,,R,Number,0,90048,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2014.09,Business Data Collection - BDC,,R,Number,0,91042,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2014.12,Business Data Collection - BDC,,R,Number,0,91017,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2015.03,Business Data Collection - BDC,,R,Number,0,91518,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2015.06,Business Data Collection - BDC,,R,Number,0,92042,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2015.09,Business Data Collection - BDC,,R,Number,0,91313,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2015.12,Business Data Collection - BDC,,R,Number,0,92568,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2016.03,Business Data Collection - BDC,,R,Number,0,92741,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2016.06,Business Data Collection - BDC,,R,Number,0,92576,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2016.09,Business Data Collection - BDC,,R,Number,0,92930,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2016.12,Business Data Collection - BDC,,R,Number,0,92197,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.03,Business Data Collection - BDC,,R,Number,0,92629,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.06,Business Data Collection - BDC,,R,Number,0,94298,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.09,Business Data Collection - BDC,,R,Number,0,94282,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2017.12,Business Data Collection - BDC,,R,Number,0,94261,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.03,Business Data Collection - BDC,,R,Number,0,94888,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.06,Business Data Collection - BDC,,R,Number,0,94609,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.09,Business Data Collection - BDC,,R,Number,0,94003,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2018.12,Business Data Collection - BDC,,R,Number,0,95249,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.03,Business Data Collection - BDC,,R,Number,0,96134,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.06,Business Data Collection - BDC,,R,Number,0,94768,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.09,Business Data Collection - BDC,,R,Number,0,94790,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2019.12,Business Data Collection - BDC,,R,Number,0,95237,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.03,Business Data Collection - BDC,,R,Number,0,95813,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.06,Business Data Collection - BDC,,R,Number,0,97172,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.09,Business Data Collection - BDC,,R,Number,0,100251,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2020.12,Business Data Collection - BDC,,R,Number,0,98158,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.03,Business Data Collection - BDC,,R,Number,0,97515,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.06,Business Data Collection - BDC,,R,Number,0,97150,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.09,Business Data Collection - BDC,,R,Number,0,98102,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2021.12,Business Data Collection - BDC,,R,Number,0,97778,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2022.03,Business Data Collection - BDC,,R,Number,0,97157,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2022.06,Business Data Collection - BDC,,R,Number,0,98189,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2022.09,Business Data Collection - BDC,,R,Number,0,96960,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2022.12,Business Data Collection - BDC,,R,Number,0,95034,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AS,2023.03,Business Data Collection - BDC,,F,Number,0,95034,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Seasonally adjusted,,
BDCQ.SEA1AT,2011.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2011.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2011.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2012.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2013.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2014.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2015.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2016.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2017.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2018.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2019.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2020.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2021.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2022.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2022.06,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2022.09,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2022.12,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1AT,2023.03,Business Data Collection - BDC,Y,C,Number,0,,Industry by employment variable,Filled jobs,"Agriculture, Forestry and Fishing",Trend,,
BDCQ.SEA1BA,2011.06,Business Data Collection - BDC,,F,Number,0,5234,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2011.09,Business Data Collection - BDC,,F,Number,0,5268,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2011.12,Business Data Collection - BDC,,F,Number,0,5499,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.03,Business Data Collection - BDC,,F,Number,0,5811,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.06,Business Data Collection - BDC,,F,Number,0,5847,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.09,Business Data Collection - BDC,,F,Number,0,5922,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2012.12,Business Data Collection - BDC,,F,Number,0,5722,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.03,Business Data Collection - BDC,,F,Number,0,5487,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.06,Business Data Collection - BDC,,F,Number,0,5506,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.09,Business Data Collection - BDC,,F,Number,0,5540,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2013.12,Business Data Collection - BDC,,F,Number,0,5492,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.03,Business Data Collection - BDC,,F,Number,0,6004,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.06,Business Data Collection - BDC,,F,Number,0,5886,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.09,Business Data Collection - BDC,,F,Number,0,5815,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2014.12,Business Data Collection - BDC,,F,Number,0,5592,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.03,Business Data Collection - BDC,,F,Number,0,5300,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.06,Business Data Collection - BDC,,F,Number,0,5422,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.09,Business Data Collection - BDC,,F,Number,0,5199,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2015.12,Business Data Collection - BDC,,F,Number,0,5060,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.03,Business Data Collection - BDC,,F,Number,0,5194,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.06,Business Data Collection - BDC,,F,Number,0,5080,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.09,Business Data Collection - BDC,,F,Number,0,5129,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2016.12,Business Data Collection - BDC,,F,Number,0,5157,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.03,Business Data Collection - BDC,,F,Number,0,5264,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.06,Business Data Collection - BDC,,F,Number,0,5164,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.09,Business Data Collection - BDC,,F,Number,0,5208,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2017.12,Business Data Collection - BDC,,F,Number,0,5381,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.03,Business Data Collection - BDC,,F,Number,0,5370,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.06,Business Data Collection - BDC,,F,Number,0,5385,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.09,Business Data Collection - BDC,,F,Number,0,5461,Industry by employment variable,Filled jobs,Mining,Actual,,
BDCQ.SEA1BA,2018.12,Business Data Collection - BDC,,F,Number,0,5434,Industry by employment variable,Filled jobs,Mining,Actual,,
